34085;179565;891;431;63;1;bom
12096;2484;901;73;33;0;bom
15445;149479;693;23;26;0;ruim
39072;263000;536;127;48;1;ruim
36006;346591;581;277;53;1;ruim
36703;362548;328;228;45;1;ruim
23905;114885;498;234;66;1;bom
40764;206354;877;22;32;1;bom
37512;3848;821;207;43;1;bom
6558;48479;486;53;29;1;bom
34718;294653;811;190;59;1;ruim
9476;68479;963;337;57;1;bom
5287;8085;451;234;49;1;bom
38071;377977;299;35;32;1;ruim
22809;112831;507;30;29;1;ruim
8694;20415;840;332;69;1;bom
13656;62522;919;180;37;1;bom
48490;68632;532;194;57;1;bom
31554;183457;441;146;66;1;ruim
44238;407199;115;193;49;1;ruim
31959;189360;248;354;55;1;ruim
7642;38286;888;6;20;1;bom
20234;69636;995;453;63;1;bom
14748;51794;136;264;45;1;bom
41731;294403;348;83;39;1;ruim
11587;87790;841;97;29;1;bom
44603;54671;565;34;26;1;bom
4400;35092;954;223;41;1;bom
33678;204469;570;1;19;0;ruim
38768;36434;466;9;22;1;bom
31532;225274;227;222;38;1;ruim
49723;118490;141;0;18;0;ruim
30865;197305;562;60;26;1;ruim
33975;268490;164;78;34;1;ruim
31157;304417;645;42;47;1;ruim
43179;206056;718;335;56;1;bom
38578;183941;688;232;43;1;bom
33316;95066;843;113;63;1;bom
47167;162083;160;176;51;1;ruim
29595;267448;386;307;58;1;ruim
23031;97536;878;10;25;1;bom
18256;43374;944;176;35;1;bom
17698;128397;176;153;57;1;ruim
34227;77876;258;151;38;1;bom
33005;12458;398;200;44;1;bom
38944;307372;115;146;63;1;ruim
46829;425650;117;73;67;1;ruim
47449;471269;259;62;35;0;ruim
2026;14638;358;10;54;1;ruim
12077;2853;965;77;48;1;bom
5351;25024;508;398;68;1;bom
24193;89966;483;194;41;1;bom
19278;109262;724;469;60;1;bom
10340;94054;549;104;31;1;bom
2582;13736;611;235;54;1;bom
18399;112024;975;53;42;0;bom
21271;53089;418;22;21;1;ruim
33548;270063;779;358;63;1;bom
20988;46283;112;111;34;1;ruim
12895;35917;757;102;34;1;bom
49794;77221;156;125;47;1;bom
5119;3431;111;55;30;1;ruim
45356;221286;708;234;68;1;bom
31417;311051;337;455;65;1;ruim
17009;118570;540;387;58;1;bom
8266;18024;475;57;61;1;bom
36856;82733;300;175;38;1;bom
36105;94141;711;447;69;1;bom
41376;258291;984;133;44;1;bom
3625;34539;350;45;31;1;ruim
10124;45827;514;0;18;1;bom
38668;334450;680;20;24;1;ruim
23260;61381;712;50;44;1;bom
43524;59002;176;130;37;1;bom
37789;190274;696;95;42;1;ruim
19021;84534;990;313;51;1;bom
19841;26789;531;61;24;1;bom
36443;160150;791;292;53;0;bom
31032;19944;715;46;25;1;bom
7754;19559;172;127;29;1;ruim
1595;7403;206;108;48;1;ruim
22725;207912;129;37;28;1;ruim
21571;59069;747;237;48;1;bom
5748;36504;567;84;33;1;bom
12204;96951;622;236;53;0;bom
6005;43311;538;59;34;0;bom
13266;31688;506;135;41;1;bom
2170;4058;851;116;65;1;bom
46557;399623;745;63;36;1;ruim
37018;260040;815;186;52;1;ruim
1555;12294;957;5;42;1;bom
22684;198397;132;144;47;1;ruim
49856;299554;415;65;38;1;ruim
36098;6115;466;104;65;1;bom
15759;29188;879;17;42;0;bom
39112;307154;139;360;52;1;ruim
2593;21508;249;155;56;1;bom
27763;276048;767;54;68;1;ruim
19075;150242;664;99;28;1;ruim
12479;115283;423;58;28;1;ruim
35960;357522;196;191;46;1;ruim
24935;74262;978;409;67;1;bom
27983;5237;173;22;20;0;ruim
36593;50581;463;86;30;0;bom
6456;11792;927;0;29;1;bom
22725;116993;868;234;38;1;bom
39423;197861;720;175;43;1;bom
24681;190636;533;60;35;1;ruim
22838;206171;107;6;66;1;ruim
48908;133312;706;215;51;1;bom
3459;1620;687;5;22;1;bom
10002;38196;274;79;57;1;ruim
34735;129111;108;124;69;1;ruim
37656;123063;659;350;55;1;bom
16961;124228;353;216;69;1;ruim
41211;92648;789;105;27;1;bom
3229;30377;795;168;42;1;bom
9616;13778;908;56;24;1;bom
15659;57647;205;371;58;1;bom
25062;185336;826;72;42;1;bom
35681;40406;413;56;28;1;bom
47154;88865;804;53;41;1;bom
20906;16594;484;257;66;1;bom
45724;320521;624;94;35;1;ruim
3023;28319;147;173;33;1;ruim
6871;29159;379;4;20;1;ruim
39540;178121;837;203;61;1;bom
46435;139247;928;409;54;1;bom
37928;98342;602;473;61;1;bom
2045;20040;572;137;31;1;bom
47543;423195;386;233;47;1;ruim
49165;25617;171;23;35;1;bom
47379;422474;796;333;54;1;ruim
25467;101036;945;478;65;1;bom
39949;376845;462;247;41;1;ruim
22587;146524;256;171;56;1;ruim
47643;109441;518;210;39;1;bom
20195;72282;760;202;70;1;bom
45000;64857;126;77;67;1;ruim
10965;6829;166;456;70;1;bom
3810;1709;990;332;68;1;bom
43831;108483;486;218;61;1;bom
29135;270757;488;37;29;1;ruim
8064;67602;935;41;31;1;bom
45414;293160;455;102;29;1;ruim
37535;30359;928;29;26;1;bom
25689;29497;543;442;67;1;bom
8265;60213;475;4;22;1;ruim
13153;38550;366;82;55;1;bom
15167;139800;653;51;39;1;ruim
7051;59792;442;47;27;1;ruim
40977;26964;578;33;25;1;bom
18792;98155;543;7;29;1;ruim
7919;24970;987;400;56;1;bom
12717;95373;227;417;65;1;bom
21413;62208;939;177;45;1;bom
21094;29610;433;288;59;1;bom
42118;208398;377;193;53;1;ruim
7509;38559;586;133;31;1;bom
42688;36248;538;57;31;1;bom
20535;48050;570;141;37;1;bom
18860;164864;510;298;43;1;bom
40724;405429;122;265;43;1;ruim
13990;71311;712;93;45;1;bom
29124;125233;307;23;23;1;ruim
21051;21689;126;55;31;1;ruim
21055;169129;144;2;31;1;ruim
10633;77050;547;30;44;1;ruim
48898;350541;345;340;49;1;ruim
17430;52865;408;99;69;1;bom
32078;232761;431;317;54;1;ruim
25565;6199;742;457;58;1;bom
37270;34600;723;113;33;1;bom
12787;107243;340;245;50;1;bom
48472;56734;437;21;20;0;bom
18663;52042;716;11;21;1;bom
23379;146490;191;97;30;1;ruim
18658;143643;289;92;26;1;ruim
46074;368727;579;288;50;1;ruim
32597;84000;687;192;48;1;bom
23975;11906;706;21;22;1;bom
23073;166423;820;339;51;1;bom
39289;106336;283;146;37;1;ruim
12895;116171;439;26;32;1;ruim
6221;4037;726;41;66;1;bom
15957;118687;762;68;63;1;bom
26934;89493;385;112;49;1;bom
44992;18634;942;10;20;1;bom
22942;111674;738;24;22;1;bom
37180;300319;577;459;70;1;bom
29622;109395;335;10;28;1;ruim
30555;207385;863;51;25;1;ruim
18617;58792;305;222;47;1;bom
21882;202787;169;56;26;1;ruim
36756;45265;698;210;49;1;bom
2488;16610;364;140;70;1;bom
43365;10207;588;94;49;1;bom
22898;62512;286;0;18;0;ruim
48895;255403;194;9;19;0;ruim
40225;256768;928;288;45;1;bom
27466;234656;392;34;34;1;ruim
48462;389833;857;119;28;1;ruim
43855;169604;585;282;45;1;bom
49367;201233;600;55;45;1;ruim
35463;83485;260;12;22;1;ruim
18849;104224;243;62;54;1;ruim
39688;230986;307;212;36;1;ruim
9388;66542;919;221;37;1;bom
38125;28380;634;97;27;1;bom
2425;13304;300;427;66;1;bom
30858;75991;279;2;20;0;ruim
40913;312149;480;20;29;1;ruim
8819;43179;682;237;68;1;bom
2711;9931;503;73;41;0;bom
31804;227313;724;10;23;1;ruim
31178;195150;809;68;70;1;ruim
9580;32919;282;75;54;1;ruim
30392;79399;408;425;59;1;bom
47438;293655;365;221;55;1;ruim
17069;125040;800;133;30;1;bom
18750;83611;107;397;61;1;bom
27644;245435;371;62;27;1;ruim
16568;62388;898;104;38;1;bom
46006;366719;480;84;38;1;ruim
26136;233109;808;17;24;1;ruim
22089;146301;113;215;38;1;ruim
34064;13091;987;123;29;1;bom
2576;24809;897;1;19;1;bom
46722;140372;271;34;33;1;ruim
17578;123989;876;36;35;1;bom
47475;253813;635;63;36;1;ruim
42941;251366;939;78;30;1;ruim
15964;51567;858;18;23;1;bom
47561;442279;854;165;51;1;ruim
19296;54378;272;89;69;1;ruim
41245;190582;571;335;51;1;bom
32835;48835;467;213;53;1;bom
42120;121233;175;143;35;1;ruim
4512;21637;659;29;27;1;bom
7910;31924;456;138;48;1;bom
44917;356616;919;130;58;1;ruim
37411;52981;770;0;18;0;bom
18047;134269;129;185;63;1;ruim
27375;209438;104;3;22;0;ruim
19742;85025;944;9;23;1;bom
44208;397290;108;300;61;1;ruim
13537;121046;942;186;66;1;bom
49568;324497;360;12;36;1;ruim
22523;222139;417;137;30;1;ruim
4363;8299;634;0;18;1;bom
48376;202257;958;403;58;1;bom
40582;363387;301;6;21;1;ruim
29882;138705;555;47;31;1;ruim
1731;495;799;71;51;1;bom
12193;30232;966;12;50;1;bom
17269;69757;526;244;46;1;bom
10346;92698;624;342;69;0;bom
12585;72371;229;82;39;1;ruim
22505;217312;419;44;40;1;ruim
23817;16767;176;366;70;1;bom
29908;177691;877;6;20;0;bom
37232;277499;303;38;53;1;ruim
1702;7001;580;316;67;1;bom
19425;175688;279;81;56;1;ruim
10165;65946;239;113;52;1;ruim
25989;242833;407;51;40;1;ruim
11418;104237;376;209;54;1;ruim
24653;84738;640;191;48;1;bom
21239;99780;928;111;35;1;bom
33147;152886;566;7;46;1;ruim
12020;28126;674;23;22;1;bom
16504;37714;296;3;25;1;ruim
36318;59981;933;400;56;1;bom
47652;338019;537;114;31;1;ruim
9014;64095;529;85;34;1;bom
33486;55910;232;286;42;1;bom
16885;71274;759;74;43;1;bom
45232;191967;148;99;38;1;ruim
4600;43182;582;205;55;1;bom
24646;163952;729;97;66;1;bom
15357;13218;720;431;69;1;bom
9372;3950;684;283;42;1;bom
36795;324653;878;64;65;1;ruim
27063;190089;318;251;41;1;ruim
25556;254730;988;80;29;1;ruim
49739;170731;206;289;69;1;bom
30581;57203;607;120;38;1;bom
39252;182405;677;16;59;1;ruim
45571;305094;613;246;42;1;ruim
49618;222554;542;52;47;1;ruim
12377;11427;394;191;53;1;bom
38592;263680;527;131;39;0;ruim
14800;40949;108;276;61;1;bom
38091;119893;152;276;41;1;bom
8529;73526;944;15;27;1;bom
11200;71023;823;398;66;1;bom
14848;7068;780;354;68;1;bom
43348;101942;209;101;70;1;ruim
10570;68436;632;46;22;1;bom
49861;45753;146;87;57;1;bom
9601;35715;359;80;34;1;ruim
16858;82915;487;75;25;0;bom
17009;3094;725;16;53;1;bom
23572;175522;990;134;52;1;bom
39126;390385;358;35;23;1;ruim
38453;315747;234;57;65;1;ruim
4813;36633;859;375;58;1;bom
30165;276989;412;34;25;1;ruim
39451;360531;676;29;25;1;ruim
10004;84138;744;204;40;0;bom
8223;48562;252;80;30;1;ruim
28495;229261;168;35;44;1;ruim
14299;48346;530;22;22;1;bom
14955;4159;191;98;29;1;bom
43732;72172;449;449;69;1;bom
7391;47278;257;181;48;1;bom
20377;28698;158;153;47;1;bom
15734;91647;457;58;26;1;ruim
15505;120524;269;123;70;1;ruim
10970;36319;557;32;27;1;bom
15773;126209;343;306;65;1;bom
19561;172800;291;105;40;1;ruim
9577;93645;853;63;28;1;bom
13821;125059;756;5;29;1;bom
14259;135609;337;239;50;1;ruim
7404;70019;375;63;32;1;ruim
24610;11953;532;383;60;1;bom
46636;339302;378;18;20;0;ruim
15737;3416;740;66;28;1;bom
12796;115940;827;4;21;1;bom
38995;247065;288;443;55;1;ruim
45261;141701;386;0;18;0;ruim
38121;206811;526;130;45;1;ruim
20281;80609;335;195;68;1;bom
15461;108971;969;149;38;1;bom
14990;30499;547;157;66;1;bom
37542;216714;295;309;69;1;ruim
24058;21728;252;38;24;1;bom
24941;157910;184;451;67;1;bom
37606;336707;806;185;66;1;ruim
25269;173801;484;193;56;1;ruim
4245;4841;468;452;63;1;bom
48337;164372;671;47;42;1;bom
39502;83456;329;366;51;1;bom
34089;74631;703;226;63;1;bom
43473;415587;518;15;35;1;ruim
28210;233939;439;82;25;1;ruim
18765;66074;995;55;56;1;bom
22775;133068;618;17;55;1;ruim
38507;331704;543;6;44;1;ruim
2187;19227;258;52;23;1;ruim
23695;1597;577;262;43;1;bom
31859;215395;970;431;65;1;bom
25004;113788;879;89;26;1;bom
22468;193037;531;48;24;1;ruim
35732;296638;886;147;46;1;ruim
32419;144707;720;239;41;1;bom
41136;82374;235;22;29;1;ruim
40458;327848;991;51;64;1;ruim
47922;466469;429;168;51;1;ruim
35069;270211;329;351;69;1;ruim
48724;67095;847;211;67;1;bom
1510;5560;801;442;65;1;bom
44343;64603;992;269;51;1;bom
2713;26289;517;27;28;1;bom
42149;69735;336;11;19;0;ruim
43768;111018;773;124;49;1;bom
41524;273592;885;0;18;0;ruim
21947;60854;346;32;24;1;ruim
46221;82184;667;102;41;1;bom
44346;420931;778;167;53;1;ruim
4228;40864;175;11;27;1;ruim
19150;104784;566;2;30;1;ruim
6305;3665;479;0;18;1;bom
46421;7244;577;231;45;1;bom
33064;165778;558;20;39;1;ruim
19801;180727;705;72;30;1;ruim
2095;869;489;321;61;1;bom
15872;50963;574;117;33;1;bom
47546;214198;239;18;20;1;ruim
5300;49747;414;264;62;1;bom
12635;2652;450;247;50;1;bom
21576;40025;788;125;44;1;bom
7543;38927;307;260;63;1;bom
35451;10101;449;86;61;1;bom
37997;21478;604;303;70;1;bom
32557;325388;829;229;38;1;ruim
49285;55459;213;8;19;0;ruim
40873;79404;970;35;30;1;bom
49233;187172;321;4;19;0;ruim
46058;224550;631;99;33;1;ruim
16511;107643;643;74;30;1;bom
29776;72234;112;9;60;1;ruim
17096;130885;953;11;40;1;bom
19352;130953;120;350;49;1;ruim
3448;18136;827;113;30;1;bom
36590;217802;451;98;48;1;ruim
18671;51075;161;214;47;1;bom
33677;207555;729;226;61;1;bom
3397;9997;504;361;69;1;bom
24869;15118;470;0;18;1;bom
31333;116751;666;69;40;1;bom
5369;22587;708;66;30;1;bom
11557;110983;394;12;53;1;ruim
29845;209501;882;40;33;1;ruim
7844;21248;615;12;29;1;bom
19890;153439;685;6;19;1;ruim
37569;160039;430;289;60;1;bom
36294;328385;862;211;55;1;ruim
20869;83596;262;56;35;1;ruim
25956;196042;984;77;29;1;bom
9364;42077;501;37;33;1;bom
7146;57459;707;151;68;1;bom
32021;95898;756;293;50;0;bom
30183;244029;595;4;19;0;ruim
9510;84837;120;0;70;0;ruim
15505;50352;292;319;49;1;bom
4981;3188;863;103;35;1;bom
14386;8379;222;172;65;1;bom
19390;170445;316;23;40;1;ruim
17035;146185;997;15;24;1;bom
39759;182256;485;153;47;1;ruim
43465;141230;149;235;46;1;ruim
36738;153133;268;4;43;0;ruim
48091;367147;549;73;26;1;ruim
4045;15511;879;200;41;1;bom
26954;44026;378;67;24;1;bom
6766;59450;543;28;22;1;ruim
22796;203407;305;337;65;1;ruim
32749;224741;707;183;65;1;ruim
26356;135515;103;139;31;1;ruim
47910;243753;733;95;41;1;ruim
8960;28177;772;147;33;1;bom
46240;179926;890;188;53;1;bom
22668;134149;930;451;62;1;bom
14290;5014;558;204;41;1;bom
21025;20609;598;289;70;1;bom
39687;41522;515;147;52;1;bom
13955;106902;376;8;29;1;ruim
18099;157929;287;50;59;1;ruim
8559;27871;817;323;55;1;bom
40746;50029;860;374;59;1;bom
38571;371765;336;326;54;0;ruim
17351;138847;620;396;55;1;bom
24367;194833;669;306;49;1;bom
38336;364795;826;52;26;1;ruim
37870;131579;266;47;50;0;ruim
17910;97016;202;424;69;1;bom
31818;262074;911;162;48;1;bom
26248;52405;820;91;38;1;bom
12328;69809;981;61;24;0;bom
19478;64558;973;9;41;1;bom
46413;306705;703;479;66;1;bom
41113;199220;442;55;27;1;ruim
1592;2813;395;198;69;1;bom
27502;204727;916;281;69;1;bom
4550;15816;106;195;40;1;bom
48568;385327;681;22;21;1;ruim
29194;170160;250;255;58;1;ruim
1607;7956;903;76;61;1;bom
38751;277703;529;77;33;1;ruim
6572;46169;881;262;52;1;bom
26227;248099;803;204;41;1;ruim
4839;5078;376;352;63;1;bom
32413;8836;981;117;28;1;bom
4558;3065;105;245;60;1;bom
19940;114529;918;66;32;1;bom
25583;203716;964;268;49;1;bom
43187;306490;471;59;36;1;ruim
15794;65096;954;194;42;1;bom
6728;465;581;3;23;1;bom
34915;111877;418;23;20;0;ruim
13381;111826;710;106;35;1;bom
20543;168198;903;98;32;1;bom
36029;26204;199;94;45;1;bom
27250;48065;321;89;30;1;bom
40623;114389;947;241;49;1;bom
27036;103952;257;198;38;1;ruim
41974;263726;820;234;57;1;bom
25604;3758;607;293;52;1;bom
24322;210370;890;42;27;1;ruim
10286;53114;647;111;36;1;bom
4372;18996;186;36;21;1;ruim
20370;178027;860;48;41;1;ruim
9595;78876;298;69;26;1;ruim
45290;90557;766;308;54;1;bom
24295;125183;379;143;46;1;ruim
47546;448581;953;59;43;1;ruim
21103;73089;899;120;32;1;bom
32161;293296;180;80;56;1;ruim
22691;19681;247;246;47;1;bom
40913;56041;494;159;53;1;bom
48272;423130;123;2;19;0;ruim
25985;39897;191;72;24;1;ruim
8243;11244;139;103;48;1;ruim
4724;16430;186;180;67;1;bom
33035;201238;200;44;48;1;ruim
37155;295799;783;65;57;1;ruim
24640;9165;403;179;55;1;bom
41640;102492;548;365;68;1;bom
35972;318502;108;266;42;1;ruim
5898;53510;670;200;37;1;bom
33238;188052;454;218;44;1;ruim
19972;126363;526;102;38;1;ruim
19831;150256;801;16;43;1;ruim
2232;16524;868;434;57;1;bom
27784;40666;875;142;36;1;bom
15976;119319;743;0;27;1;ruim
49173;244803;826;197;64;1;bom
48479;210199;318;164;45;1;ruim
44767;131033;916;123;49;1;bom
36297;150621;716;50;60;1;bom
22610;53497;440;420;59;1;bom
20713;39728;725;55;23;1;bom
13038;57188;901;478;58;1;bom
28573;179957;199;32;42;1;ruim
6248;45729;858;22;21;1;bom
1940;7450;450;26;26;1;bom
47481;137923;194;138;40;1;ruim
41214;35072;851;188;37;1;bom
8245;32956;177;353;56;1;bom
33899;301972;226;105;39;1;ruim
3314;25765;897;33;25;1;bom
5024;36972;626;345;48;1;bom
4868;34038;654;55;42;1;bom
17064;13357;270;60;39;1;bom
39876;158467;156;0;18;0;ruim
20238;43341;959;43;47;1;bom
18675;63458;358;130;49;1;bom
42655;172669;299;74;49;1;ruim
10335;43898;582;388;55;1;bom
3246;18595;342;65;39;1;bom
21255;48927;142;8;58;1;ruim
22184;41459;116;364;61;1;bom
5881;15175;479;113;37;1;bom
32611;135874;963;45;22;1;bom
49192;453476;263;4;64;0;ruim
46688;423659;147;256;58;1;ruim
47582;311786;712;17;64;1;ruim
30386;276117;911;232;40;1;bom
11971;38339;270;74;25;1;ruim
29078;216715;380;8;19;0;ruim
36187;203211;781;386;66;1;bom
21725;44435;280;247;52;1;bom
9094;25107;688;175;70;1;bom
2003;18753;353;14;28;1;ruim
44869;86068;949;16;20;0;bom
48546;148529;743;38;31;1;bom
16473;98322;298;44;58;1;ruim
16530;164569;137;7;34;1;ruim
46625;55870;764;48;45;1;bom
41795;22057;409;154;64;1;bom
49824;353511;379;229;40;1;ruim
33843;164677;504;222;60;1;bom
27462;185914;984;268;46;1;bom
22334;133776;754;53;23;1;bom
28461;281295;472;283;52;1;ruim
7506;53089;121;384;67;1;bom
24132;191600;268;351;62;1;ruim
36371;167493;943;236;50;1;bom
16262;115133;931;234;52;1;bom
19143;69999;904;250;57;1;bom
27976;269174;121;144;62;1;ruim
31389;273385;594;135;43;1;ruim
13365;319;408;379;53;1;bom
26130;249473;900;43;40;1;ruim
31446;276225;326;456;69;1;ruim
10548;12190;386;85;57;1;bom
14786;22107;577;214;54;1;bom
39368;319994;539;74;41;1;ruim
42646;178122;802;115;65;1;bom
48770;315439;939;6;24;1;ruim
36938;47545;489;9;32;1;bom
3785;29007;155;0;20;1;ruim
9983;16027;913;25;26;1;bom
5006;30340;639;121;29;1;bom
14658;130982;563;44;50;1;ruim
37953;137306;334;2;19;0;ruim
14890;74444;998;3;20;1;bom
40013;336276;373;210;54;1;ruim
23974;215927;688;165;38;1;ruim
25003;151886;504;7;20;0;ruim
33917;29919;907;95;30;1;bom
10577;82312;696;27;46;1;bom
23737;982;138;32;25;1;bom
48618;308488;220;15;23;1;ruim
19387;25172;311;349;52;1;bom
41354;340353;393;225;63;1;ruim
6298;1908;771;208;66;1;bom
35133;319249;821;11;69;1;ruim
9391;87454;184;233;45;1;ruim
21397;142869;213;96;36;0;ruim
14701;102791;790;246;58;1;bom
7630;24140;160;23;25;1;ruim
45958;11870;612;102;55;1;bom
36784;107859;715;53;24;1;bom
47787;476848;583;8;39;1;ruim
1611;6934;974;109;34;1;bom
42193;69368;200;192;37;1;bom
41511;178116;229;385;59;0;bom
23732;85798;546;301;44;1;bom
14623;77822;723;283;44;1;bom
11349;18164;477;79;31;0;bom
46003;77119;892;374;58;1;bom
47858;276431;799;209;70;1;bom
34211;52202;806;0;32;0;bom
32685;102973;746;21;22;1;bom
27506;125222;115;399;62;1;bom
41834;101562;593;264;51;1;bom
36414;124046;426;145;32;1;bom
20372;105423;662;181;50;1;bom
38398;330777;158;445;59;1;ruim
37161;263609;537;11;31;1;ruim
46113;357494;162;27;33;1;ruim
39875;235554;897;13;63;1;ruim
5089;15559;382;289;56;1;bom
44797;434713;498;94;51;1;ruim
15328;36678;475;298;52;1;bom
44055;368710;946;242;48;1;ruim
32142;256803;213;323;54;1;ruim
35366;349955;684;28;24;1;ruim
8478;65670;772;83;26;1;bom
11499;23342;267;10;42;1;ruim
8478;47147;299;203;69;1;bom
29072;93828;747;13;37;1;bom
44052;181032;348;83;42;1;ruim
34463;289971;881;67;25;1;ruim
48081;306238;682;45;51;1;ruim
6011;33724;568;97;33;1;bom
29283;251278;788;2;30;0;ruim
40515;198696;543;18;50;1;ruim
7687;20402;936;132;41;1;bom
21286;12843;402;25;41;1;bom
34926;58950;765;32;38;1;bom
28349;46250;766;183;40;1;bom
49756;429610;159;11;56;1;ruim
22367;100718;835;186;52;1;bom
19006;48800;154;402;59;1;bom
15756;30947;215;244;43;1;bom
43896;150018;603;412;61;1;bom
46118;231555;618;41;40;1;ruim
43717;267507;462;315;65;1;ruim
47128;451945;252;121;36;1;ruim
7046;7677;266;161;37;1;bom
33323;114564;436;268;49;1;bom
27651;26544;829;168;65;1;bom
3642;16192;352;407;69;1;bom
16805;104737;639;66;25;1;bom
23099;227413;994;38;25;1;ruim
36975;257262;294;82;40;1;ruim
39536;340185;886;77;28;1;ruim
49921;155335;620;28;41;1;bom
49535;205650;656;20;20;0;ruim
11659;79960;976;218;68;1;bom
24025;126350;838;158;45;1;bom
29212;154294;670;206;49;1;bom
36652;162052;963;79;30;1;bom
44988;247009;914;66;62;1;ruim
3822;21758;766;202;56;1;bom
45197;208551;790;202;40;1;bom
44700;226689;840;467;60;1;bom
39498;245693;184;193;35;1;ruim
40670;368964;637;254;48;0;ruim
4890;8101;274;33;33;1;ruim
45713;299476;330;12;66;1;ruim
21065;21201;586;27;22;1;bom
24130;92811;214;41;27;1;ruim
24583;60695;738;342;57;1;bom
46515;230081;141;105;58;1;ruim
33386;308935;278;206;38;1;ruim
14602;64990;138;12;20;1;ruim
49410;345073;383;122;60;0;ruim
34433;265785;857;434;55;1;bom
10153;36247;338;409;56;1;bom
10886;82902;355;170;55;1;bom
14824;44241;161;193;53;1;bom
20219;23625;924;257;60;1;bom
18388;51548;862;22;68;1;bom
45750;456783;928;255;40;1;ruim
23261;157196;107;388;56;1;ruim
32691;235561;899;416;66;1;bom
27020;77145;746;336;49;1;bom
13963;203;955;243;67;1;bom
31323;256633;191;94;42;1;ruim
27568;208193;798;111;42;1;ruim
45507;443315;721;354;55;1;ruim
22757;183191;409;326;48;1;bom
21281;119410;769;238;59;1;bom
14991;5865;794;260;41;1;bom
26181;88982;613;38;25;1;bom
15259;51087;788;67;28;0;bom
46074;78161;206;39;29;1;ruim
12627;4627;542;41;24;1;bom
11652;92322;762;0;30;1;bom
25221;162672;993;78;39;1;bom
18129;52993;797;453;60;1;bom
49957;254495;697;334;48;1;bom
18944;59388;646;174;40;1;bom
35927;54430;759;25;21;1;bom
20705;37864;660;370;64;0;bom
32393;304522;177;351;57;1;ruim
44844;5148;959;292;44;1;bom
23250;149575;286;23;27;1;ruim
24591;62154;377;310;56;1;bom
18105;112163;119;255;46;1;ruim
9104;12686;483;0;20;1;bom
11093;103958;264;3;21;1;ruim
47449;43538;629;99;57;1;bom
18116;53723;843;29;28;1;bom
26979;208676;781;389;57;1;bom
4882;9847;332;0;18;1;ruim
44497;8667;116;185;34;1;bom
35369;303119;902;2;26;0;ruim
6652;55532;688;357;56;1;bom
5900;57364;365;51;36;1;ruim
13209;174;335;110;32;1;bom
10429;94638;614;383;50;1;bom
39088;144187;548;376;51;1;bom
13691;69612;538;1;19;1;ruim
39317;89156;766;8;22;1;bom
28378;22136;132;16;40;1;ruim
35319;311261;978;155;34;1;ruim
26483;95991;121;91;33;1;ruim
40023;201371;543;30;38;1;ruim
31911;241969;189;2;30;0;ruim
8525;23063;606;48;43;1;bom
34700;13572;113;48;51;1;ruim
